,input_string,formatted_address,latitude,longitude,accuracy,google_place_id,type,status
96,"74 DEERPARK RD, KILTIPPER RD, KILTIPPER TALLAGHT DUBLIN 24,Dublin,Ireland","74 Deerpark Pl, Kiltipper, Dublin, Ireland",53.2689418,-6.373055099999999,RANGE_INTERPOLATED,Eio3NCBEZWVycGFyayBQbCwgS2lsdGlwcGVyLCBEdWJsaW4sIElyZWxhbmQiMBIuChQKEgnVinXN1nRnSBEk1coGNwtKrBBKKhQKEgnXUh7T0HRnSBH245j1k2XGug,street_address,OK
97,"14 OCONNELL GARDENS, BATH AVE, SANDYMOUNT DUBLIN 4,Dublin,Ireland","14 O'Connell Gardens, Dublin 4, D04 X095, Ireland",53.3369833,-6.2281317,ROOFTOP,ChIJNwsP0ukOZ0gRsTLUPn2aj7I,street_address,OK
98,"133 THE OVAL, TULLYVALE, LOUGHLINSTOWN,Dublin,Ireland","The Oval, Tullyvale, Druid Valley, Dublin 18, Ireland",53.2479619,-6.145482299999999,ROOFTOP,ChIJcfsccA4IZ0gRzey8MQYbHzg,premise,OK
99,"APT 1, 3 PROBY SQ, CARYSFORT AVE,Dublin,Ireland","Apartment 1, 3 Proby Square, Rockfield, Blackrock, Co. Dublin, A94 Y860, Ireland",53.2929949,-6.179117499999999,ROOFTOP,ChIJ3fuPKuoIZ0gR-MOcOfbjwg0,subpremise,OK
100,"34 CLANAWLEY RD, KILLESTER, DUBLIN 5,Dublin,Ireland","34 Clanawley Rd, Clontarf West, Dublin 5, D05 PY68, Ireland",53.3738828,-6.2094779,ROOFTOP,ChIJTWMgPrEPZ0gRjFpnrETl-Q0,street_address,OK
101,"4 Citywest Village Avenue, Citywest Village, Citywest,Dublin,Ireland","4 The Lawn, Citywest Village Ave, Citywest, Dublin, D24 C6KF, Ireland",53.2886147,-6.4200186,ROOFTOP,ChIJT_R7zBt1Z0gR7mrVgtiVcds,street_address,OK
102,"155 THE MEADOWS EAST, BELGARD HEIGHTS, TALLAGHT,Dublin,Ireland","155 The Meadows E, Belgard Heights, Dublin, D24 EK4K, Ireland",53.2979171,-6.379240999999999,ROOFTOP,ChIJRcAoW650Z0gR7LxbEcrp38E,premise,OK
103,"54 ABBERLEY SQUARE, BELGARD ROAD, TALLAGHT,Dublin,Ireland","Apartment 81, Abberley Square, Belgard Rd, Tallaght, Dublin 24, Ireland",53.2878803,-6.3667143,ROOFTOP,ChIJ2dtg0EoLZ0gRC7WlMvuyfdc,premise,OK
104,"137 BROOKWOOD AVE, ARTANE, DUBLIN 5,Dublin,Ireland","137 Brookwood Ave, Donaghmede, Dublin 5, D05 HN62, Ireland",53.3780047,-6.196967,ROOFTOP,ChIJMYLr3L4PZ0gRvXriGOS7y8U,street_address,OK
105,"15 MEADOW MOUNT, CHURCHTOWN, DUBLIN 14,Dublin,Ireland","15 Meadow Mount, Churchtown Upper, Dublin 16, D16 HH60, Ireland",53.2856734,-6.2599819,ROOFTOP,ChIJpeEVStkLZ0gRsJQErGNLOJE,street_address,OK
106,"Apartment 15, Orwell Gate, Marianella,Dublin,Ireland","15 Orwell Woods, Dartry, Dublin, D06 W9F7, Ireland",53.3081985,-6.2608171,ROOFTOP,ChIJCxfbD_4LZ0gR_Zg1vmZdgkg,street_address,OK
107,"35 ELMCASTLE DR, TALLAGHT, DUBLIN 24,Dublin,Ireland","35 Elmcastle Dr, Kilnamanagh, Dublin 24, D24 ER83, Ireland",53.30388240000001,-6.3535024,ROOFTOP,ChIJ9fERdVkLZ0gRpY8ezdpYP9Q,street_address,OK
108,"26 CHARLEVILLE SQ, BUTTERFIELD RD, RATHFARNHAM DUBLIN 14,Dublin,Ireland","26 Charleville Square, Rathfarnham, Dublin, D14 HP28, Ireland",53.2951555,-6.293704399999999,ROOFTOP,ChIJWRKENZELZ0gRz-GAlEGbV-U,street_address,OK
109,"57 WESTON WAY, WESTON PARK, LUCAN,Dublin,Ireland","Weston Park, Dublin, Ireland",53.2917445,-6.2539159,GEOMETRIC_CENTER,ChIJ22CNK14JZ0gRYVIPUITuCA0,route,OK
110,"55 SWANWARD COURT, PARNELL RD, DUBLIN 12,Dublin,Ireland","Scoil Iosagaín 73-86 Aughavannagh Road, Harold's Cross, Drimnagh, Dublin, D12 W522, Ireland",53.3300364,-6.285847299999999,GEOMETRIC_CENTER,ChIJEZQJKBQMZ0gR5pj3tWmMIAU,"establishment,point_of_interest",OK
111,"3 KNOCKRABO COURT, MOUNT ANVILLE ROAD, DUBLIN 14,Dublin,Ireland","3 Knockrabo Ave, Dublin, Co. Dublin, Ireland",53.29498150000001,-6.223300099999999,RANGE_INTERPOLATED,EiwzIEtub2NrcmFibyBBdmUsIER1YmxpbiwgQ28uIER1YmxpbiwgSXJlbGFuZCIwEi4KFAoSCdcZchU-CWdIEa4jA6Hl06XyEAMqFAoSCeMI8xg-CWdIER2j3_Z9dM2c,street_address,OK
112,"APT 225, CHARLOTTE QUAY DOCK, DUBLIN 4,Dublin,Ireland","Charlotte Quay Dock, 1A Ringsend Rd, 1A, Dublin 4, D04 N2W8, Ireland",53.34257160000001,-6.2365631,ROOFTOP,ChIJ_cjpjOwOZ0gR4DxqLkxHBik,premise,OK
113,"84 PEMBROKE COTTAGES, DONNYBROOK, DUBLIN 4,Dublin,Ireland","84 Pembroke Cottages, Donnybrook, Dublin 4, D04 Y1R7, Ireland",53.3228518,-6.235548199999999,ROOFTOP,ChIJ-2430bcOZ0gRjLrxDa3VwWw,street_address,OK
114,"23 SPRINGHILL PARK, DEANS GRANGE, DUBLIN,Dublin,Ireland","23 Springhill Park, Deansgrange, Blackrock, Co. Dublin, A94 KH21, Ireland",53.2846081,-6.168576799999999,ROOFTOP,ChIJE_-tQo0IZ0gR2wtINC3B-1k,street_address,OK
115,"304 CLONARD ROAD, CRUMLIN, DUBLIN 12,Dublin,Ireland","304 Clonard Road, Crumlin, Dublin 12, D12 H6W7, Ireland",53.3196235,-6.3029318,ROOFTOP,ChIJy0pqaHAMZ0gRL8SjD8rq3ZI,street_address,OK
116,"23 ALPINE RISE, TALLAGHT, DUBLIN 24,Dublin,Ireland","23 Alpine Rise, Belgard, Dublin, D24 T3H1, Ireland",53.2971376,-6.3859504,ROOFTOP,ChIJJ5ClFqV0Z0gRz-gVSu4FbVQ,premise,OK
117,"39 NORTH GREAT CHARLES ST, NORTH CIRCULAR RD, DUBLIN 1,Dublin,Ireland","N Circular Rd, Dublin, Ireland",53.3602656,-6.2767753,GEOMETRIC_CENTER,ChIJf673GNUNZ0gRWjjvJLjSxwM,route,OK
118,"173 CUSTOM HALL, GARDINER ST LOWER, DUBLIN 1,Dublin,Ireland","Gardiner Street Lower, Dublin, Ireland",53.3514218,-6.2548919,GEOMETRIC_CENTER,ChIJp9lqr4gOZ0gRG-VgwMiiY2s,route,OK
119,"32 Roseland Avenue, Cualanor, Upper Glenageary Road,Dublin,Ireland","32 Roseland Ave, Cualanor Cres, Monkstown, Dublin, Co. Dublin, A96 Y2E6, Ireland",53.2863012,-6.1414089,ROOFTOP,ChIJNZK8DigGZ0gRhEo6an8SDnA,street_address,OK
120,"42 Parkside Drive, Parkside, Malahide Road,Dublin,Ireland","42 Parkside Dr, Donaghmede, Dublin 13, D13 V0AD, Ireland",53.4070111,-6.1686429,ROOFTOP,ChIJQQXHiaoaZ0gRDn9Qx6sGpJY,street_address,OK
121,"8 FARMLEIGH AVE, BRAY RD, STILLORGAN,Dublin,Ireland","8 Farmleigh Ave, Stillorgan, Dublin, A94 YR67, Ireland",53.2831224,-6.191593999999999,ROOFTOP,ChIJ1Th_pPwIZ0gRwJMh2CkDfnM,premise,OK
122,"3 Drynam Ave, Kinsealy, Co Dublin,Dublin,Ireland","3 Drynam Ave, Drinan, Swords, Co. Dublin, K67 W2H7, Ireland",53.44072310000001,-6.205067499999999,ROOFTOP,ChIJxdNcrGAQZ0gRkIjOkzuXrhk,street_address,OK
123,"APT 1, 10 TEMPLE BAR SQ, DUBLIN 1,Dublin,Ireland","Apartment 1, 10-12 Temple Bar, Dublin 2, D02 YE97, Ireland",53.3456456,-6.2631209,ROOFTOP,ChIJLV_3NYMOZ0gRe78cgJWo-kY,subpremise,OK
124,"21 Royal Canal Avenue, Royal Canal Park, Rathoath Road,Dublin,Ireland","21 Royal Canal Ave, Ashtown, Dublin, Co. Dublin, Ireland",53.37541,-6.312306299999999,RANGE_INTERPOLATED,EjgyMSBSb3lhbCBDYW5hbCBBdmUsIEFzaHRvd24sIER1YmxpbiwgQ28uIER1YmxpbiwgSXJlbGFuZCIwEi4KFAoSCSFwpx-WDWdIEWezpwGOZpStEBUqFAoSCc9ozcWXDWdIEUJNZOhhaR9j,street_address,OK
125,"23 ASHFIELD PARK, TERENURE, DUBLIN 6W,Dublin,Ireland","23 Ashfield Park, Terenure, Dublin 6W, Co. Dublin, D6W E032, Ireland",53.3153746,-6.2831383,ROOFTOP,ChIJC4ao2wsMZ0gRoqCt8xLLRx8,street_address,OK
126,"5 BELFRY SQ, CITYWEST, DUBLIN 24,Dublin,Ireland","5 Belfry Square, Citywest, Dublin, D24 P285, Ireland",53.2767503,-6.416319300000001,ROOFTOP,ChIJrV8skfZ0Z0gRd78xcsFabM0,street_address,OK
127,"28 REDCOURT, SEAFIELD RD EAST, CLONTARF DUBLIN 3,Dublin,Ireland","Redcourt, Seafield Rd E, Clontarf, Dublin 3, Ireland",53.3633839,-6.1838504,ROOFTOP,ChIJvzIk-p4PZ0gRn8FHUPvU3O8,premise,OK
128,"APT 3 ST CATHERINES CHURCH, BRIDGEFOOT STREET, DUBLIN 8,Dublin,Ireland","Thomas St, Saint Catherine's, Dublin 8, D08 DNA7, Ireland",53.3429489,-6.2812265,GEOMETRIC_CENTER,ChIJg_0lNiUMZ0gRXiuJq4bhoh4,"church,establishment,place_of_worship,point_of_interest",OK
129,"APT 1D, RATHBORNE AVE, ASHTOWN DUBLIN 15,Dublin,Ireland","1 Rathborne Ave, Pelletstown, Dublin, D15 Y738, Ireland",53.37582150000001,-6.3330638,ROOFTOP,ChIJidyJa3UNZ0gRrCrWqzJ6yHM,premise,OK
130,"9 WESTMINSTER HALL, WESTMINSTER RD, FOXROCK DUBLIN 18,Dublin,Ireland","Apartment 15, Westminster Hall, Westminster Rd, Cornelscourt, Dublin 18, Ireland",53.2708058,-6.1736751,ROOFTOP,ChIJVz0bzl4IZ0gROPNDEXKIAfM,premise,OK
131,"20 GALTRIM GRANGE, BROOMFIELD, MALAHIDE,Dublin,Ireland","20 Galtrim Grange, Broomfield, Malahide, Co. Dublin, K36 DC65, Ireland",53.4373867,-6.154478200000001,ROOFTOP,ChIJTbQrCZIaZ0gRaucWaZWkUtI,street_address,OK
132,"33 DEXTER TERRACE, NORTHBROOK RD, RANELAGH DUBLIN 6,Dublin,Ireland","Dexter Terrace, Northbrook Rd, Ranelagh, Dublin 6, Ireland",53.3281559,-6.2574139,ROOFTOP,ChIJGRhvoKYOZ0gREe3eg5-fPHk,premise,OK
133,"24  THE ASHES, ELMFIELD, LEOPARDSTOWN,Dublin,Ireland","Ballyogan Rd, Murphystown, Dublin 18, Ireland",53.260395,-6.2074432,GEOMETRIC_CENTER,ChIJT3AZn7oJZ0gRsU5NofVDIec,"establishment,point_of_interest",OK
134,"45 BEACON, ROYAL CANAL PARK, RATHOATH ROAD ASHTOWN,Dublin,Ireland","Ratoath Rd, Ashtown, Dublin, Ireland",53.374074,-6.3067813,GEOMETRIC_CENTER,EiRSYXRvYXRoIFJkLCBBc2h0b3duLCBEdWJsaW4sIElyZWxhbmQiLiosChQKEgl9MP_ulQ1nSBGZ_I252l9a5RIUChIJwUiyIqMNZ0gRiE-FFEKEWVE,route,OK
135,"35A ROSEMOUNT EST, DUNDRUM, DUBLIN 14,Dublin,Ireland","35A Rosemount Estate, Dundrum, Dublin 14, D14 DX96, Ireland",53.29578369999999,-6.2437128,ROOFTOP,ChIJwyt0z1wJZ0gR6LxcA0ADhjc,premise,OK
136,"1 The Avenue, Hansfield Wood, Hansfield,Dublin,Ireland","1 The Avenue, Hansfield, Dublin, D15 V326, Ireland",53.3957756,-6.438821,ROOFTOP,ChIJZewHgXttZ0gRppEZ9W2MydE,premise,OK
137,"20 SEATOWN TERRACE, SWORDS, DUBLIN,Dublin,Ireland","20 Seatown Terrace, Swords Demesne, Swords, Co. Dublin, K67 PN12, Ireland",53.4593749,-6.214228299999999,ROOFTOP,ChIJE_X5UewQZ0gRzZvgORYcGmM,street_address,OK
138,"CLONROSS, NAVAN RD, BLANCHARDSTOWN DUBLIN 15,Dublin,Ireland","Clonross, Navan Rd, Blanchardstown, Dublin 15, Ireland",53.3850389,-6.3709526,ROOFTOP,ChIJ-_J6DVsNZ0gRD26J3Fn4-1E,premise,OK
139,"12 BEAUFIELD PARK, DUN LAOGHAIRE, DUBLIN,Dublin,Ireland","Dún Laoghaire, Dublin, Ireland",53.2943958,-6.133866599999999,APPROXIMATE,ChIJjxxH-94HZ0gR8Ckyl6nHAAo,"neighborhood,political",OK
140,"365 CHARLEMONT, GRIFFITH AVE, DUBLIN 9,Dublin,Ireland","Griffith Ave & Charlemont, Grace Park, Dublin, Ireland",53.37203969999999,-6.2373256,GEOMETRIC_CENTER,EjZHcmlmZml0aCBBdmUgJiBDaGFybGVtb250LCBHcmFjZSBQYXJrLCBEdWJsaW4sIElyZWxhbmQiZiJkChQKEgmpyLdDRA5nSBFijp0KV0efuBIUChIJqci3Q0QOZ0gRYo6dCldHn7gaFAoSCQO1YfVrDmdIEX4blAOQXaY7GhQKEglX_EpuRg5nSBEMsFVZRbAxHiIKDU3tzx8VeEJI_A,intersection,OK
141,"53 BRAEMOR CASTLE, HAMLET LANE, BALBRIGGAN,Dublin,Ireland","53 Bremore Castle, Tankardstown, Balbriggan, Co. Dublin, K32 YD35, Ireland",53.614323,-6.197926499999999,ROOFTOP,ChIJrV1b2dsiZ0gRzkuFHDrRtpA,street_address,OK
142,"24 ST JOHNS WOOD, CASTLE AVE DUBLIN 3, DUBLIN,Dublin,Ireland","24 St John's Wood, Clontarf, Dublin 3, D03 VN56, Ireland",53.36440400000001,-6.2059943,ROOFTOP,ChIJuyteKqkPZ0gRJFwSEwGOSQg,street_address,OK
143,"23 ROCHFORT HOUSE, BRENNANSTOWN, CABINTEELY,Dublin,Ireland","Rochfort House, Brennanstown Square, Kilbogget, Cabinteely, Co. Dublin, Ireland",53.2566735,-6.1498759,ROOFTOP,ChIJR6Z0Ip4JZ0gR2KDjnwdww8c,"establishment,point_of_interest",OK
144,"2 ST MARY'S TERRACE, DALKEY, CO DUBLIN,Dublin,Ireland","2 St Mary's Terrace, Stoneybatter, Dublin, Ireland",53.3505735,-6.2831129,ROOFTOP,ChIJh7nU9i0MZ0gRyFj-XKKIcHk,street_address,OK
145,"5 THE MULLINS WING, LINDEN, GROVE AVE,Dublin,Ireland","Linden Grove, Dublin, Ireland",53.2923023,-6.1906989,GEOMETRIC_CENTER,ChIJJxfrH-cIZ0gRD3pS_dDFlMM,route,OK
146,"18 Stratton Way, Adamstown Square, Adamstown,Dublin,Ireland","18 Stratton Way, Finnstown, Lucan, Co. Dublin, K78 E726, Ireland",53.3386097,-6.4686556,ROOFTOP,ChIJ7b1ibMlzZ0gRzgToH7Nw00g,premise,OK
147,"APT 3, 13 WEXFORD ST, DUBLIN 2,Dublin,Ireland","3, Flat 2, 13 Wexford St, Dublin 2, Ireland",53.3369411,-6.265434399999999,ROOFTOP,EiszLCBGbGF0IDIsIDEzIFdleGZvcmQgU3QsIER1YmxpbiAyLCBJcmVsYW5kIh0aGwoWChQKEgmVe3_Snw5nSBE0yS3nqiH2HRIBMw,subpremise,OK
148,"ASHGAR HOUSE, BALLYMADUN, GARRISTOWN,Dublin,Ireland","Ballymadun, Co. Dublin, Ireland",53.5352489,-6.4051449,APPROXIMATE,ChIJ6xi7XjoVZ0gRNurtGklCsh4,"neighborhood,political",OK
149,"5 BELLGREE HOUSE, BOULEVARD, TYRRELSTOWN DUBLIN 15,Dublin,Ireland","Tyrrelstown, Dublin, Ireland",53.413895,-6.3977186,APPROXIMATE,ChIJVeUUHssSZ0gRUh9Vu6fHACY,"neighborhood,political",OK
150,"CLONMETHAN, OLDTOWN, DUBLIN,Dublin,Ireland","Clonmethan, Co. Dublin, Ireland",53.5259695,-6.331631799999999,APPROXIMATE,ChIJoZuT7DQUZ0gRjsZwTGR5hUw,"neighborhood,political",OK
151,"120 ST DONAGHS RD, DONAGHAMEDE, DUBLIN 13,Dublin,Ireland","120 St Donagh's Rd, Donaghmede, Dublin 13, D13 R5Y0, Ireland",53.391302,-6.164188200000001,ROOFTOP,ChIJPVzfXlgFZ0gRpC91hxRa10Y,street_address,OK
152,"7 ROEBUCK CRESCENT, CLONSKEAGH RD, CLONSKEAGH DUBLIN 14,Dublin,Ireland","7 Roebuck Cres, Farranboley, Clonskeagh, Co. Dublin, Ireland",53.30708929999999,-6.2365986,RANGE_INTERPOLATED,Ejw3IFJvZWJ1Y2sgQ3JlcywgRmFycmFuYm9sZXksIENsb25za2VhZ2gsIENvLiBEdWJsaW4sIElyZWxhbmQiMBIuChQKEglHMfk8SQlnSBGEMHqLxig9cRAHKhQKEglX_eIjSQlnSBEC1UXSLUSSzg,street_address,OK
153,"1 KILDONAN AVE, FINGLAS, DUBLIN,Dublin,Ireland","1 Kildonan Ave, Finglas West, Dublin, D11 R6P4, Ireland",53.3911337,-6.306947999999999,ROOFTOP,ChIJpduoUvMNZ0gRV4wCmzpKa5w,street_address,OK
154,"44 WESTPARK, TALLAGHT, DUBLIN 24,Dublin,Ireland","44 Westpark, Tallaght, Dublin 24, D24 E9DX, Ireland",53.28747809999999,-6.364853399999999,ROOFTOP,ChIJ_3Hh7UoLZ0gR52Vu2RU-4rY,street_address,OK
155,"52 DURSEY ROW, WATERVILLE, BLANCHARDSTOWN,Dublin,Ireland","52 Dursey Row, Waterville, Dublin 15, D15 K095, Ireland",53.39448969999999,-6.3703749,ROOFTOP,ChIJKbv7r6ASZ0gR-V5lhQi5IDY,street_address,OK
156,"COVA, BAILEY, HOWTH,Dublin,Ireland","Cova, Thormanby Rd, Baily, Howth, Dublin, Ireland",53.3672347,-6.0609004,ROOFTOP,ChIJgcG08ocEZ0gR-pzYpZ9s6KQ,premise,OK
157,"3 Croftwell Square, Rathcoole,Dublin,Ireland","3 Croftwell Square, Tootenhill, Rathcoole, Co. Dublin, D24 Y6XC, Ireland",53.2784341,-6.478765999999999,ROOFTOP,ChIJvWRl6J92Z0gRW6dR60Zw7wE,street_address,OK
158,"83 WATERLOO LANE, BALLSBRIDGE, DUBLIN 4,Dublin,Ireland","83 Waterloo Ln, Dublin, D04 T4A7, Ireland",53.3293541,-6.245998,ROOFTOP,ChIJf7EzirsOZ0gRBtlM6_6I4b4,premise,OK
159,"22 KINGSTON RISE, BALLINTEER, DUBLIN 16,Dublin,Ireland","22 Kingston Rise, Kingstown, Dublin 16, D16 YT93, Ireland",53.2693734,-6.2498989,ROOFTOP,ChIJ00i0EYAJZ0gR9tqKRR23e-Q,premise,OK
160,"270 ARDMORE DR, ARTANE, DUBLIN 5,Dublin,Ireland","270 Ardmore Dr, Beaumont, Dublin 5, D05 W9R7, Ireland",53.38810119999999,-6.2165137,ROOFTOP,ChIJ59f9NcwPZ0gRjgraCAO2D3I,premise,OK
161,"51 GALTYMORE DR, DRIMNAGH, DUBLIN 12,Dublin,Ireland","51 Galtymore Dr, Drimnagh, Dublin, D12 DR63, Ireland",53.3346411,-6.3109455,ROOFTOP,ChIJ87tvAl0MZ0gRjKG4oKmqw9A,street_address,OK
162,"38 Belltree Avenue, Belltree, Clongriffin,Dublin,Ireland","38 Belltree Ave, Donaghmede, Dublin, D13 FT6F, Ireland",53.4061628,-6.1553686,ROOFTOP,ChIJl4AqobIaZ0gRsGPmzHLjitw,street_address,OK
163,"10 TALBOT HALL, THORNLEIGHT RD, RIVER BANK APPLEWOOD,Dublin,Ireland","Apartment 13, Talbot Hall, Thornleigh Rd, Thornleigh, Swords, Co. Dublin, Ireland",53.4745317,-6.233837400000001,ROOFTOP,ChIJeQw1LNoQZ0gRDpP2QkdWOVw,premise,OK
164,"5 LIFFEY CLOSE, LIFFEY VALLEY PARK, LUCAN,Dublin,Ireland","5 Liffey Cl, Liffey Valley Park, Lucan, Co. Dublin, K78 PA03, Ireland",53.3511926,-6.4136902,ROOFTOP,ChIJhZec_uByZ0gRWiu96aZADSA,street_address,OK
165,"28 THE OAKS, ELMFIELD, LEOPARDSTOWN,Dublin,Ireland","Carmanhall and Leopardstown, Dublin, Ireland",53.2677761,-6.198407899999999,APPROXIMATE,ChIJ44pUfawJZ0gRc5MS86MAKk0,"neighborhood,political",OK
166,"63 KELLYS BAY HEIGHTS, SKERRIES, DUBLIN,Dublin,Ireland","63 Kelly's Bay Heights, Ardla, Skerries, Co. Dublin, Ireland",53.5811096,-6.133042499999999,RANGE_INTERPOLATED,Ejw2MyBLZWxseSdzIEJheSBIZWlnaHRzLCBBcmRsYSwgU2tlcnJpZXMsIENvLiBEdWJsaW4sIElyZWxhbmQiMBIuChQKEgkRUXVsdiJnSBG8t09wg_OAcBA_KhQKEglxanZpdiJnSBFiSR7C_yrQrA,street_address,OK
167,"36 TEMPLE HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6,Dublin,Ireland","Apartment 8, Temple Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.312273,-6.2491832,ROOFTOP,ChIJiTeXwlIJZ0gRZvd3LVAzGSE,premise,OK
168,"110 BELMONT PARK, RAHENY, DUBLIN 5,Dublin,Ireland","110 Belmont Park, Donaghmede, Dublin 5, D05 AE76, Ireland",53.38449379999999,-6.1697757,ROOFTOP,ChIJGY1d7PQPZ0gRdwgXuqcRqS0,street_address,OK
169,"19 NORTHBROOK TERRACE, NORTH STRAND, DUBLIN 3,Dublin,Ireland","19 Northbrook Terrace, North Strand, Dublin, D03 W962, Ireland",53.3569458,-6.2393125,ROOFTOP,ChIJuWO4fvUOZ0gR50CRnsc4wg0,premise,OK
170,"10 TOWERVIEW COTTAGES, GLASNEVIN, DUBLIN 11,Dublin,Ireland","10 Towerview Cottages, Cabra East, Dublin 11, D11 E0V2, Ireland",53.3682387,-6.275753099999999,ROOFTOP,ChIJb49iQ9gNZ0gRcpx_SS1KicI,street_address,OK
171,"90 Stepaside Park, Stepaside, Dublin 18,Dublin,Ireland","90 Stepaside Park, Sandyford, Dublin, D18 PC27, Ireland",53.25491719999999,-6.2111379,ROOFTOP,ChIJr2gTQbkJZ0gRf9BEAhi-Xjs,premise,OK
172,"KENMAY, KILMACUD RD UPPER, DUNDRUM DUBLIN 14,Dublin,Ireland","Kenmay, Kilmacud Rd Upper, Dundrum, Dublin 14, Ireland",53.2857829,-6.2242042,ROOFTOP,ChIJH0V-GhMJZ0gR_VS10O_PwVc,premise,OK
173,"26 HILLCREST VIEW, LUCAN, DUBLIN,Dublin,Ireland","26 Hillcrest View, Lucan, Co. Dublin, K78 W4C9, Ireland",53.35166109999999,-6.4567551,ROOFTOP,ChIJ7Ru8hk5yZ0gRBDNuYgEZtjc,street_address,OK
174,"19 CASTLELANDS GROVE, HYDE RD, DALKEY,Dublin,Ireland","19 Castlelands Grove, Glenageary, Dublin, Ireland",53.2821663,-6.1108674,RANGE_INTERPOLATED,EjExOSBDYXN0bGVsYW5kcyBHcm92ZSwgR2xlbmFnZWFyeSwgRHVibGluLCBJcmVsYW5kIjASLgoUChIJxUVqMEoGZ0gRTuYtQEnjlZ4QEyoUChIJxUVqMEoGZ0gRlVGRcrq_AvQ,street_address,OK
175,"3 GLENCAIRN WALK, THE GALLOPS, LEOPARDSTOWN DUBLIN 18,Dublin,Ireland","3 Glencairn Walk, The Gallops, Dublin 18, D18 V2C0, Ireland",53.26371,-6.2092783,ROOFTOP,ChIJc37QcqUJZ0gRUXFYCKuspeM,street_address,OK
176,"2 KELLYS BAY VIEW, SKERRIES, DUBLIN,Dublin,Ireland","2 Kelly's Bay View, Townparks, Skerries, Co. Dublin, K34 XV34, Ireland",53.58435799999999,-6.1282555,ROOFTOP,ChIJUxObjHQiZ0gRtXNtmmTSAvY,premise,OK
177,"87 BENBURB ST, DUBLIN 7, DUBLIN,Dublin,Ireland","87 Benburb St, Smithfield, Dublin 7, D07 YY76, Ireland",53.34716,-6.2809842,ROOFTOP,ChIJZ1SNyi8MZ0gRwesUwyWPvnw,premise,OK
178,"9 RICHMOND HALL, MOUNT ST ANNES, MILLTOWN DUBLIN 6,Dublin,Ireland","Apartment 23, Richmond Hall, Milltown Ave, Mount St Annes, Dublin 6, Ireland",53.3115056,-6.2492784,ROOFTOP,ChIJay_R-lIJZ0gRJhKUyuKm73I,premise,OK
179,"43 SEFTON, ROCHESTOWN AVE, DUN LAOGHAIRE,Dublin,Ireland","43 Sefton, Dún Laoghaire, Dublin, A96 V9H9, Ireland",53.2774863,-6.1502143,ROOFTOP,ChIJC4qhGocIZ0gRo54uHkcLG5k,premise,OK
180,"9 ABBERLEY SQUARE, TALLAGHT, DUBLIN 24,Dublin,Ireland","9 Abberley Square, Tallaght, Dublin, Ireland",53.2882863,-6.366882899999999,RANGE_INTERPOLATED,Eiw5IEFiYmVybGV5IFNxdWFyZSwgVGFsbGFnaHQsIER1YmxpbiwgSXJlbGFuZCIwEi4KFAoSCWP_LdhKC2dIEeoPpOdQDhpXEAkqFAoSCRGC8tdKC2dIEdq-s8LVrRoR,street_address,OK
181,"17 ST MOCHTAS VALE, COOLMINE LODGE, BLANCHARDSTOWN DUBLIN 15,Dublin,Ireland","Coolmine Lodge, Grove Rd, Blanchardstown, Dublin 15, Ireland",53.3901037,-6.3945123,ROOFTOP,ChIJ6_-8_qpyZ0gRLgT9Dj1icYM,premise,OK
182,"Unit 8 Block 4, New Priory Hall, Donaghmede,Dublin,Ireland","Block 4, New Priory, Hole in The Wall Rd, Donaghmede, Dublin, Ireland",53.4027345,-6.1637417,ROOFTOP,ChIJiflp7VQFZ0gREHYCPI7f7fY,premise,OK
183,"11 THE LAPWING, BARNAGEERAGH COVE, SKERRIES,Dublin,Ireland","11 Lapwing, Barnageera, Skerries, Co. Dublin, K34 TY21, Ireland",53.58560749999999,-6.138643099999999,ROOFTOP,ChIJ80cxsHAiZ0gRPbMSgSbJU_Y,premise,OK
184,"33 ASHLEIGH LAWN, MALAHIDE, DUBLIN,Dublin,Ireland","33 Ashleigh Lawn, Malahide, Co. Dublin, K36 YD28, Ireland",53.44547679999999,-6.155507000000001,ROOFTOP,ChIJ583btYsaZ0gRyllHT2qRSM8,street_address,OK
185,"7 STRATFORD HAVEN, RATHGAR, DUBLIN 6,Dublin,Ireland","7 Stratford Haven, Dublin 6, D06 E7D0, Ireland",53.31103160000001,-6.273625000000001,ROOFTOP,ChIJC74hGPgLZ0gR0RrtBhuS10M,street_address,OK
186,"20 THE VIEW, CARRICKMINES MANOR, GLENAMUCK RD,Dublin,Ireland","Glenamuck Rd, Dublin, Co. Dublin, 18, Ireland",53.2485067,-6.1812241,GEOMETRIC_CENTER,ChIJ_00mG5gJZ0gRJA-wVYNgthU,"establishment,point_of_interest",OK
187,"28 DONNYBROOK COURT, BEAVER ROW, DONNYBROOK,Dublin,Ireland","28 Donnybrook Ct, Dublin, D04 C6C3, Ireland",53.3160861,-6.2357349,ROOFTOP,ChIJOfNjEbUOZ0gR1K6RTEcuwRE,street_address,OK
